zip,leaid
44102,3904378
44128,3904378
44102,3904378
44106,3904378
44104,3904378
44110,3904378
44108,3904378
44144,3904378
44115,3904378
44105,3904378
44128,3904378
44106,3904378
44111,3904378
44106,3904378
44108,3904378
44112,3904378
44113,3904378
44113,3904378
44109,3904378
44111,3904378
44108,3904378
44103,3904378
44110,3904378
44102,3904378
44115,3904378
44103,3904378
44106,3904378
44102,3904378
44111,3904378
44109,3904378
44105,3904378
44105,3904378
44108,3904378
44128,3904378
44105,3904378
44104,3904378
44105,3904378
44105,3904378
44111,3904378
44111,3904378
44119,3904378
44113,3904378
44108,3904378
44113,3904378
44105,3904378
44111,3904378
44120,3904378
44105,3904378
44135,3904378
44113,3904378
44105,3904378
44108,3904378
44120,3904378
44102,3904378
44113,3904378
44105,3904378
44135,3904378
44103,3904378
44113,3904378
44105,3904378
44102,3904378
44102,3904378
44102,3904378
44102,3904378
44128,3904378
44111,3904378
44109,3904378
44144,3904378
44127,3904378
44103,3904378
44105,3904378
44102,3904378
44114,3904378
44113,3904378
44106,3904378
44103,3904378
44114,3904378
44113,3904378
44120,3904378
44103,3904378
44236,3904378
44114,3904378
44114,3904378
44118,3904379
44118,3904379
44118,3904379
44118,3904379
44118,3904379
44118,3904379
44118,3904379
44118,3904379
44121,3904379
44121,3904379
44121,3904379
44106,3904379
44106,3904379
44118,3904379
43215,3904380
43224,3904380
43229,3904380
43219,3904380
43229,3904380
43222,3904380
43206,3904380
43203,3904380
43206,3904380
43229,3904380
43207,3904380
43209,3904380
43204,3904380
43219,3904380
43223,3904380
43209,3904380
43224,3904380
43207,3904380
43204,3904380
43219,3904380
43207,3904380
43220,3904380
43203,3904380
43207,3904380
43203,3904380
43202,3904380
43224,3904380
43214,3904380
43224,3904380
43221,3904380
43202,3904380
43223,3904380
43206,3904380
43229,3904380
43214,3904380
43205,3904380
43219,3904380
43205,3904380
43219,3904380
43211,3904380
43219,3904380
43232,3904380
43213,3904380
43213,3904380
43201,3904380
43205,3904380
43213,3904380
43205,3904380
43201,3904380
43205,3904380
43228,3904380
43211,3904380
43211,3904380
43206,3904380
43223,3904380
43204,3904380
43215,3904380
43211,3904380
43224,3904380
43232,3904380
43214,3904380
43201,3904380
43201,3904380
43224,3904380
43227,3904380
43205,3904380
43207,3904380
43227,3904380
43207,3904380
43211,3904380
43211,3904380
43211,3904380
43211,3904380
43206,3904380
43205,3904380
43224,3904380
43207,3904380
43232,3904380
43211,3904380
43211,3904380
43202,3904380
43224,3904380
43219,3904380
43219,3904380
43215,3904380
43207,3904380
43203,3904380
43224,3904380
43229,3904380
43229,3904380
43224,3904380
43205,3904380
43213,3904380
43229,3904380
43203,3904380
43207,3904380
43214,3904380
43229,3904380
43207,3904380
43227,3904380
43201,3904380
43227,3904380
43227,3904380
43206,3904380
43206,3904380
43219,3904380
43207,3904380
43207,3904380
43222,3904380
43206,3904380
43207,3904380
43223,3904380
43203,3904380
43227,3904380
43228,3904380
43201,3904380
43204,3904380
43204,3904380
43223,3904380
43204,3904380
43204,3904380
43214,3904380
43211,3904380
43220,3904380
43229,3904380
43232,3904380
43215,3904380
43202,3904380
43219,3904380
43017,3904380
43207,3904380
43215,3904380
43228,3904380
43229,3904380
43215,3904380
43220,3904380
43232,3904380
43235,3904380
43207,3904380
43207,3904380
43223,3904380
43202,3904380
43229,3904380
43232,3904380
44030,3904381
44030,3904381
44030,3904381
44030,3904381
44030,3904381
44030,3904381
43812,3904382
43812,3904382
43812,3904382
43812,3904382
43812,3904382
44223,3904383
44221,3904383
44221,3904383
44221,3904383
44221,3904383
44223,3904383
44221,3904383
44223,3904383
44221,3904383
44221,3904383
44224,3904383
45427,3904384
45427,3904384
45404,3904384
45416,3904384
45420,3904384
45408,3904384
45420,3904384
45405,3904384
45406,3904384
45408,3904384
45432,3904384
45407,3904384
45406,3904384
45406,3904384
45406,3904384
45403,3904384
45404,3904384
45406,3904384
45407,3904384
45407,3904384
45404,3904384
45410,3904384
45405,3904384
45408,3904384
45407,3904384
45416,3904384
45416,3904384
45408,3904384
45403,3904384
45409,3904384
45417,3904384
45417,3904384
45410,3904384
45402,3904384
45403,3904384
45405,3904384
45405,3904384
45404,3904384
45408,3904384
45403,3904384
45408,3904384
45404,3904384
45407,3904384
45406,3904384
45407,3904384
45419,3904384
45403,3904384
45405,3904384
45406,3904384
45402,3904384
45236,3904385
45236,3904385
45236,3904385
45236,3904385
43512,3904386
43512,3904386
43512,3904386
43512,3904386
43512,3904386
43512,3904386
43512,3904386
43015,3904387
43015,3904387
43015,3904387
43015,3904387
43015,3904387
43015,3904387
43015,3904387
45833,3904388
45833,3904388
45833,3904388
45833,3904388
44622,3904389
44622,3904389
44622,3904389
44622,3904389
44622,3904389
44622,3904389
44112,3904390
44112,3904390
44112,3904390
44112,3904390
44112,3904390
44112,3904390
44112,3904390
44112,3904390
44112,3904390
43920,3904391
43920,3904391
43920,3904391
43920,3904391
43920,3904391
43920,3904391
44413,3904392
44413,3904392
44413,3904392
44413,3904392
45320,3904393
45320,3904393
45320,3904393
45320,3904393
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44035,3904394
44123,3904395
44117,3904395
44132,3904395
44117,3904395
44132,3904395
44123,3904395
44119,3904395
44132,3904395
44123,3904395
45324,3904396
45324,3904396
45324,3904396
45324,3904396
45324,3904396
45324,3904396
45324,3904396
45324,3904396
44126,3904397
44126,3904397
44126,3904397
44126,3904397
44126,3904397
44126,3904397
44830,3904399
44830,3904399
44830,3904399
44830,3904399
44830,3904399
44830,3904399
44830,3904399
44830,3904399
45005,3904400
45005,3904400
45005,3904400
45005,3904400
45005,3904400
45005,3904400
45005,3904400
45005,3904400
43420,3904401
43420,3904401
43420,3904401
43420,3904401
43420,3904401
43420,3904401
43420,3904401
43420,3904401
43442,3904401
43420,3904401
44833,3904402
44833,3904402
44833,3904402
44833,3904402
44833,3904402
44833,3904402
45631,3904403
45631,3904403
45674,3904403
45631,3904403
44125,3904404
44125,3904404
44125,3904404
44125,3904404
44010,3904405
44041,3904405
44041,3904405
44041,3904405
44041,3904405
44041,3904405
44041,3904405
44420,3904406
44420,3904406
44420,3904406
44420,3904406
43212,3904407
43212,3904407
43212,3904407
43212,3904407
45218,3904408
45240,3904408
45240,3904408
45240,3904408
45218,3904408
45240,3904408
45231,3904408
45240,3904408
45331,3904409
45328,3904409
45331,3904409
45331,3904409
45331,3904409
45331,3904409
45331,3904409
45331,3904409
45013,3904410
45012,3904410
45013,3904410
45011,3904410
45013,3904410
45013,3904410
45011,3904410
45011,3904410
45012,3904410
45015,3904410
45011,3904410
45013,3904410
45011,3904410
45013,3904410
45015,3904410
45013,3904410
45011,3904410
45015,3904410
45013,3904410
43056,3904411
43056,3904411
43056,3904411
43056,3904411
45133,3904412
45133,3904412
45133,3904412
45133,3904412
45133,3904412
44839,3904413
44839,3904413
44839,3904413
45638,3904414
45638,3904414
45638,3904414
45638,3904414
45638,3904414
45640,3904415
45640,3904415
45640,3904415
45640,3904415
45640,3904415
45640,3904415
45640,3904415
45640,3904415
44240,3904416
44240,3904416
44240,3904416
44240,3904416
44240,3904416
44240,3904416
44240,3904416
45419,3904418
45420,3904418
45420,3904418
45440,3904418
45420,3904418
45429,3904418
45439,3904418
45429,3904418
45419,3904418
45440,3904418
45409,3904418
45429,3904418
45429,3904418
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
44107,3904419
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
43130,3904420
45036,3904421
45036,3904421
45036,3904421
45036,3904421
45036,3904421
45036,3904421
45036,3904421
45804,3904422
45801,3904422
45801,3904422
45805,3904422
45801,3904422
45804,3904422
45804,3904422
45804,3904422
45805,3904422
45801,3904422
45805,3904422
45804,3904422
45804,3904422
45805,3904422
45805,3904422
45804,3904422
45215,3904423
45215,3904423
45215,3904423
43138,3904424
43138,3904424
43138,3904424
43138,3904424
43138,3904424
43138,3904424
43149,3904424
43152,3904424
43158,3904424
43138,3904424
43138,3904424
43140,3904425
43140,3904425
43140,3904425
43140,3904425
43140,3904425
43140,3904425
44052,3904426
44055,3904426
44052,3904426
44055,3904426
44052,3904426
44052,3904426
44052,3904426
44052,3904426
44055,3904426
44052,3904426
44052,3904426
44055,3904426
44053,3904426
44053,3904426
44055,3904426
44052,3904426
44055,3904426
44055,3904426
45140,3904427
45140,3904427
45140,3904427
45140,3904427
45140,3904427
45243,3904428
45243,3904428
45243,3904428
44907,3904429
44903,3904429
44903,3904429
44902,3904429
44907,3904429
44906,3904429
44905,3904429
44907,3904429
44907,3904429
44906,3904429
44903,3904429
44906,3904429
44906,3904429
44907,3904429
44901,3904429
44137,3904430
44137,3904430
44137,3904430
44137,3904430
44137,3904430
44137,3904430
44137,3904430
45227,3904431
45227,3904431
45227,3904431
45174,3904431
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43302,3904433
43935,3904434
43917,3904434
43935,3904434
43935,3904434
43935,3904434
43935,3904434
44646,3904435
44646,3904435
44647,3904435
44646,3904435
44646,3904435
44646,3904435
44646,3904435
44646,3904435
44646,3904435
44646,3904435
43537,3904436
43537,3904436
43537,3904436
43537,3904436
43537,3904436
43537,3904436
44040,3904437
44124,3904437
44143,3904437
44143,3904437
44143,3904437
44143,3904437
44124,3904437
44256,3904438
44256,3904438
44256,3904438
44256,3904438
44256,3904438
44256,3904438
44256,3904438
44256,3904438
45342,3904439
45449,3904439
45342,3904439
45342,3904439
45342,3904439
45342,3904439
45342,3904439
45342,3904439
45342,3904439
45044,3904440
45044,3904440
45044,3904440
45042,3904440
45044,3904440
45042,3904440
45050,3904440
45050,3904440
45044,3904440
45042,3904440
45044,3904440
45044,3904440
45042,3904440
45044,3904440
45044,3904440
45044,3904440
45042,3904440
45042,3904440
45042,3904440
45044,3904440
45231,3904441
45240,3904441
45231,3904441
45231,3904441
45231,3904441
45231,3904441
45231,3904441
45231,3904441
45231,3904441
45231,3904441
43545,3904443
43545,3904443
43545,3904443
43545,3904443
43545,3904443
45764,3904444
45764,3904444
45764,3904444
45764,3904444
45764,3904444
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
43055,3904445
45662,3904446
45662,3904446
45662,3904446
45662,3904446
43748,3904447
43764,3904447
43764,3904447
43764,3904447
44663,3904448
44663,3904448
44663,3904448
44663,3904448
44663,3904448
44663,3904448
44663,3904448
44663,3904448
44663,3904448
44446,3904449
44446,3904449
44446,3904449
44446,3904449
44446,3904449
44446,3904449
44446,3904449
44720,3904450
44720,3904450
44720,3904450
44720,3904450
44720,3904450
44720,3904450
44720,3904450
45231,3904451
45239,3904451
45231,3904451
45239,3904451
45239,3904451
44070,3904452
44070,3904452
44070,3904452
44070,3904452
44070,3904452
44070,3904452
44070,3904452
44070,3904452
44070,3904452
44039,3904453
44039,3904453
44039,3904453
44039,3904453
44039,3904453
44039,3904453
44039,3904453
44039,3904453
44133,3904454
44133,3904454
44133,3904454
44133,3904454
44133,3904454
44203,3904455
44216,3904455
44203,3904455
44203,3904455
44203,3904455
44203,3904455
44203,3904455
44857,3904456
44857,3904456
44857,3904456
44857,3904456
44857,3904456
44857,3904456
45212,3904457
45212,3904457
45212,3904457
45212,3904457
45212,3904457
45212,3904457
45419,3904458
45419,3904458
45419,3904458
45419,3904458
44074,3904459
44074,3904459
44074,3904459
44074,3904459
44074,3904459
43616,3904460
43616,3904460
43618,3904460
43616,3904460
43412,3904460
43616,3904460
43616,3904460
44667,3904461
44667,3904461
44667,3904461
44667,3904461
44667,3904461
44130,3904463
44129,3904463
44134,3904463
44130,3904463
44131,3904463
44134,3904463
44130,3904463
44134,3904463
44131,3904463
44134,3904463
44134,3904463
44129,3904463
44130,3904463
44130,3904463
44130,3904463
44129,3904463
44129,3904463
44134,3904463
44129,3904463
44130,3904463
44134,3904463
44134,3904463
44129,3904463
45356,3904464
45356,3904464
45356,3904464
45356,3904464
45356,3904464
45356,3904464
45356,3904464
45356,3904464
45356,3904464
43452,3904465
43452,3904465
43452,3904465
43452,3904465
43452,3904465
43433,3904465
45241,3904467
45246,3904467
45246,3904467
45215,3904467
45246,3904467
45246,3904467
45241,3904467
45241,3904467
45246,3904467
45249,3904467
45215,3904467
44266,3904468
44266,3904468
44266,3904468
44266,3904468
44266,3904468
44266,3904468
44266,3904468
44266,3904468
45215,3904469
45215,3904469
45215,3904469
45215,3904469
44116,3904470
44116,3904470
44116,3904470
44116,3904470
45216,3904471
45217,3904471
45217,3904471
45885,3904472
45885,3904472
45885,3904472
45895,3904472
45885,3904472
45885,3904472
45885,3904472
44870,3904474
44870,3904474
44870,3904474
44870,3904474
44870,3904474
44870,3904474
44870,3904474
44870,3904474
44870,3904474
44870,3904474
44870,3904474
44870,3904474
44120,3904475
44120,3904475
44122,3904475
44120,3904475
44122,3904475
44122,3904475
44120,3904475
44120,3904475
44120,3904475
44054,3904476
44054,3904476
44054,3904476
44054,3904476
44054,3904476
44054,3904476
44054,3904476
44121,3904479
44124,3904479
44121,3904479
44124,3904479
44124,3904479
44121,3904479
44124,3904479
44124,3904479
44121,3904479
44124,3904479
43123,3904480
43119,3904480
43123,3904480
43123,3904480
43223,3904480
43223,3904480
43223,3904480
43204,3904480
43123,3904480
43126,3904480
43123,3904480
43123,3904480
43204,3904480
43228,3904480
43123,3904480
43123,3904480
43228,3904480
43228,3904480
43123,3904480
43123,3904480
43223,3904480
43228,3904480
43204,3904480
43119,3904480
43123,3904480
43123,3904480
43123,3904480
45505,3904481
45506,3904481
45506,3904481
45505,3904481
45505,3904481
45506,3904481
45506,3904481
45505,3904481
45506,3904481
45503,3904481
45505,3904481
45503,3904481
45505,3904481
45505,3904481
45506,3904481
45503,3904481
45505,3904481
45504,3904481
45504,3904481
45503,3904481
45505,3904481
45503,3904481
45504,3904481
43952,3904482
43952,3904482
43952,3904482
43952,3904482
43952,3904482
43952,3904482
43952,3904482
43952,3904482
44224,3904483
44224,3904483
44224,3904483
44224,3904483
44262,3904483
44224,3904483
44262,3904483
44224,3904483
44224,3904483
44136,3904484
44136,3904484
44136,3904484
44136,3904484
44136,3904484
44136,3904484
44136,3904484
44136,3904484
44136,3904484
44136,3904484
44136,3904484
44471,3904485
44471,3904485
44471,3904485
44471,3904485
44471,3904485
44471,3904485
45236,3904486
45242,3904486
45242,3904486
45242,3904486
45242,3904486
45242,3904486
45140,3904486
45242,3904486
43617,3904487
43560,3904487
43560,3904487
43560,3904487
43615,3904487
43560,3904487
43560,3904487
43560,3904487
43560,3904487
43560,3904487
43623,3904487
43560,3904487
43560,3904487
44278,3904488
44278,3904488
44278,3904488
44278,3904488
44278,3904488
44818,3904489
44883,3904489
44883,3904489
44883,3904489
44883,3904489
44883,3904489
44883,3904489
44883,3904489
44883,3904489
43606,3904490
43624,3904490
43607,3904490
43609,3904490
43614,3904490
43605,3904490
43614,3904490
43609,3904490
43614,3904490
43611,3904490
43608,3904490
43614,3904490
43613,3904490
43605,3904490
43605,3904490
43611,3904490
43613,3904490
43615,3904490
43605,3904490
43610,3904490
43605,3904490
43614,3904490
43610,3904490
43607,3904490
43608,3904490
43614,3904490
43615,3904490
43624,3904490
43609,3904490
43607,3904490
43607,3904490
43604,3904490
43612,3904490
43609,3904490
43606,3904490
43612,3904490
43609,3904490
43606,3904490
43615,3904490
43607,3904490
43605,3904490
43609,3904490
43605,3904490
43606,3904490
43610,3904490
43611,3904490
43607,3904490
43605,3904490
43615,3904490
43611,3904490
43606,3904490
43615,3904490
43620,3904490
43608,3904490
43608,3904490
43613,3904490
43602,3904490
43605,3904490
43609,3904490
43609,3904490
43612,3904490
43608,3904490
43612,3904490
43608,3904490
43964,3904491
43964,3904491
43964,3904491
43964,3904491
45373,3904492
45373,3904492
45373,3904492
45373,3904492
45373,3904492
45373,3904492
45373,3904492
45373,3904492
45373,3904492
43221,3904493
43220,3904493
43220,3904493
43221,3904493
43221,3904493
43221,3904493
43220,3904493
43221,3904493
43221,3904493
43078,3904494
43078,3904494
43078,3904494
43078,3904494
43078,3904494
43078,3904494
45377,3904495
45377,3904495
45377,3904495
45377,3904495
45377,3904495
45414,3904495
45895,3904498
45819,3904498
45895,3904498
45806,3904498
45895,3904498
45895,3904498
44483,3904499
44483,3904499
44485,3904499
44483,3904499
44485,3904499
44485,3904499
44483,3904499
44485,3904499
44485,3904499
44483,3904499
44483,3904499
44483,3904499
44485,3904499
44483,3904499
44483,3904499
44485,3904499
44485,3904499
44483,3904499
44128,3904500
44122,3904500
44128,3904500
44128,3904500
44128,3904500
44128,3904500
44128,3904500
45692,3904502
45692,3904502
45621,3904502
45692,3904502
43968,3904503
43968,3904503
43968,3904503
43968,3904503
43968,3904503
43081,3904504
43081,3904504
43081,3904504
43081,3904504
43081,3904504
43081,3904504
43231,3904504
43081,3904504
43081,3904504
43081,3904504
43081,3904504
43081,3904504
43081,3904504
43082,3904504
43081,3904504
43081,3904504
43081,3904504
43081,3904504
43082,3904504
45439,3904505
45439,3904505
45449,3904505
45449,3904505
45449,3904505
45449,3904505
45449,3904505
44145,3904506
44145,3904506
44145,3904506
44145,3904506
44145,3904506
44145,3904506
44145,3904506
44145,3904506
43213,3904507
43213,3904507
43213,3904507
43213,3904507
43213,3904507
43213,3904507
44092,3904508
44092,3904508
44092,3904508
44092,3904508
44890,3904509
44847,3904509
44850,3904509
44890,3904509
44890,3904509
44890,3904509
44095,3904510
44094,3904510
44094,3904510
44095,3904510
44095,3904510
44094,3904510
44095,3904510
44095,3904510
44094,3904510
44095,3904510
44094,3904510
44094,3904510
44095,3904510
44095,3904510
44095,3904510
44094,3904510
45177,3904511
45177,3904511
45177,3904511
45146,3904511
45177,3904511
45177,3904511
43085,3904513
43235,3904513
43085,3904513
43085,3904513
43085,3904513
43085,3904513
43085,3904513
43085,3904513
43235,3904513
43085,3904513
43065,3904513
43065,3904513
43235,3904513
43085,3904513
43081,3904513
43085,3904513
43085,3904513
43235,3904513
43085,3904513
45215,3904514
45215,3904514
45215,3904514
45215,3904514
45215,3904514
45385,3904515
45385,3904515
45385,3904515
45385,3904515
45385,3904515
45385,3904515
45385,3904515
45385,3904515
45385,3904515
45385,3904515
44503,3904516
44505,3904516
44502,3904516
44502,3904516
44514,3904516
44509,3904516
44511,3904516
44510,3904516
44505,3904516
44505,3904516
44504,3904516
44505,3904516
44504,3904516
44507,3904516
44502,3904516
44510,3904516
44511,3904516
44506,3904516
44505,3904516
44505,3904516
44507,3904516
44504,3904516
44506,3904516
44511,3904516
44509,3904516
44502,3904516
44511,3904516
44509,3904516
44505,3904516
44507,3904516
44502,3904516
44503,3904516
44501,3904516
43701,3904517
43701,3904517
43701,3904517
43701,3904517
43701,3904517
43701,3904517
43701,3904517
43701,3904517
43701,3904517
43701,3904517
43701,3904517
45810,3904518
45810,3904518
44001,3904519
44001,3904519
44001,3904519
44001,3904519
44001,3904519
44001,3904519
43713,3904520
43713,3904520
43713,3904520
45817,3904521
45817,3904521
45308,3904522
45308,3904522
43912,3904523
43912,3904523
43912,3904523
43934,3904523
43912,3904523
43907,3904524
43907,3904524
43973,3904524
43976,3904524
43986,3904524
43988,3904524
43973,3904524
44699,3904524
43724,3904525
43724,3904525
43316,3904526
43316,3904526
44615,3904527
44615,3904527
44615,3904527
44620,3904527
44615,3904527
44615,3904527
44651,3904527
44615,3904527
44022,3904528
44022,3904528
44022,3904528
44022,3904528
45619,3904529
45619,3904529
45619,3904529
45828,3904531
45828,3904531
44408,3904532
44408,3904532
44408,3904532
45318,3904533
45318,3904533
45318,3904533
43731,3904535
43731,3904535
43731,3904535
43731,3904535
44077,3904536
44077,3904536
44077,3904536
45121,3904537
45121,3904537
43431,3904538
43431,3904538
43023,3904539
43023,3904539
43023,3904539
45681,3904540
45123,3904540
45123,3904540
45133,3904540
45123,3904540
45123,3904540
45123,3904540
43526,3904541
43526,3904541
44425,3904542
44425,3904542
44425,3904542
45243,3904543
45243,3904543
45243,3904543
45243,3904543
44432,3904545
44432,3904545
44842,3904546
44842,3904546
44842,3904546
44864,3904546
43040,3904547
43040,3904547
43040,3904547
43040,3904547
43040,3904547
43067,3904547
43044,3904548
43044,3904548
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
44060,3904549
45150,3904550
45150,3904550
45150,3904550
45150,3904550
45150,3904550
45150,3904550
45150,3904550
45150,3904550
45383,3904551
45383,3904551
45383,3904551
43543,3904552
43543,3904552
43543,3904552
43320,3904553
43338,3904553
43338,3904553
43338,3904553
43338,3904553
43832,3904554
43832,3904554
43832,3904554
43832,3904554
45157,3904555
45157,3904555
45157,3904555
45157,3904555
45245,3904555
44444,3904556
44444,3904556
44444,3904556
44444,3904556
45873,3904557
45879,3904557
45879,3904557
45879,3904557
43551,3904558
43551,3904558
43551,3904558
43551,3904558
43551,3904558
43551,3904558
43460,3904560
43551,3904560
43460,3904560
43460,3904560
43460,3904560
45371,3904561
45371,3904561
45371,3904561
45371,3904561
45371,3904561
45371,3904561
45350,3904563
45380,3904563
45380,3904563
45380,3904563
43567,3904564
43567,3904564
43567,3904564
44090,3904565
44090,3904565
44090,3904565
44090,3904565
44288,3904566
44288,3904566
44288,3904566
44288,3904566
45387,3904567
